Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,RoundID,MatchID,Home Team Initials,Away Team Initials
1954,20 Jun 1954- 17:10,Group 4,Wankdorf Stadium,Berne,England,2,0,Switzerland, ,43500.0,1,0,211,1263,Eng,Sui
1954,20 Jun 1954- 17:00,Group 4,Comunale di Cornaredo,Lugano,Italy,4,1,Belgium, ,24000.0,1,0,211,1243,Ita,Bel
1954,23 Jun 1954- 18:00,Group 2,Hardturm,Zurich,Germany FR,7,2,Turkey, ,17000.0,3,1,211,1284,Frg,Tur
1954,23 Jun 1954- 18:00,Group 4,St. Jakob,Basel,Switzerland,4,1,Italy, ,30000.0,1,0,211,1301,Sui,Ita
1954,26 Jun 1954- 17:00,Quarter-finals,St. Jakob,Basel,Uruguay,4,2,England, ,28000.0,2,1,212,1264,Uru,Eng
1954,26 Jun 1954- 17:00,Quarter-finals,La Pontaise,Lausanne,Austria,7,5,Switzerland, ,35000.0,5,4,212,1237,Aut,Sui
1954,27 Jun 1954- 17:00,Quarter-finals,Charmilles,Geneva,Germany FR,2,0,Yugoslavia, ,17000.0,1,0,212,1285,Frg,Yug
1954,27 Jun 1954- 17:00,Quarter-finals,Wankdorf Stadium,Berne,Hungary,4,2,Brazil, ,40000.0,2,1,212,1248,Hun,Bra
1954,30 Jun 1954- 18:00,Semi-finals,St. Jakob,Basel,Germany FR,6,1,Austria, ,58000.0,1,0,462,1233,Frg,Aut
1954,30 Jun 1954- 18:00,Semi-finals,La Pontaise,Lausanne,Hungary,4,2,Uruguay,Hungary win after extra time ,45000.0,0,0,462,1295,Hun,Uru
1954,03 Jul 1954- 17:00,Match for third place,Hardturm,Zurich,Austria,3,1,Uruguay, ,32000.0,1,1,3485,1239,Aut,Uru
1954,04 Jul 1954- 17:00,Final,Wankdorf Stadium,Berne,Germany FR,3,2,Hungary, ,62500.0,2,2,3484,1278,Frg,Hun
1958,08 Jun 1958- 14:00,Group 3,Rasunda Stadium,Solna,Sweden,3,0,Mexico, ,34107.0,1,0,220,1415,Swe,Mex
1958,08 Jun 1958- 19:00,Group 4,Nya Ullevi,Gothenburg,Soviet Union,2,2,England, ,49348.0,1,0,220,1372,Urs,Eng
1958,08 Jun 1958- 19:00,Group 1,Malmo Stadion,Malmö,Argentina,1,3,Germany FR, ,31156.0,1,2,220,1323,Arg,Frg
1958,08 Jun 1958- 19:00,Group 3,Jarnvallen,Sandviken,Hungary,1,1,Wales, ,15343.0,1,1,220,1407,Hun,Wal
1958,08 Jun 1958- 19:00,Group 2,Idrottsparken,Norrköping,France,7,3,Paraguay, ,16518.0,2,2,220,1386,Fra,Par
1958,08 Jun 1958- 19:00,Group 2,Arosvallen,Vasteras,Yugoslavia,1,1,Scotland, ,9591.0,1,0,220,1434,Yug,Sco
1958,08 Jun 1958- 19:00,Group 4,Rimnersvallen,Udevalla,Brazil,3,0,Austria, ,17788.0,1,0,220,1326,Bra,Aut
1958,08 Jun 1958- 19:00,Group 1,Orjans Vall,Halmstad,Northern Ireland,1,0,Czechoslovakia, ,10647.0,1,0,220,1421,Nir,Tch
1958,11 Jun 1958- 19:00,Group 4,Nya Ullevi,Gothenburg,Brazil,0,0,England, ,40895.0,0,0,220,1339,Bra,Eng
