Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,RoundID,MatchID,Home Team Initials,Away Team Initials
1958,11 Jun 1958- 19:00,Group 3,Rasunda Stadium,Solna,Mexico,1,1,Wales, ,15150.0,0,1,220,1418,Mex,Wal
1958,11 Jun 1958- 19:00,Group 2,Idrottsparken,Norrköping,Paraguay,3,2,Scotland, ,11665.0,2,1,220,1423,Par,Sco
1958,11 Jun 1958- 19:00,Group 2,Arosvallen,Vasteras,Yugoslavia,3,2,France, ,12217.0,1,1,220,1388,Yug,Fra
1958,11 Jun 1958- 19:00,Group 4,Ryavallen,Boras,Soviet Union,2,0,Austria, ,21239.0,1,0,220,1332,Urs,Aut
1958,11 Jun 1958- 19:00,Group 1,Olympia Stadium,Helsingborg,Germany FR,2,2,Czechoslovakia, ,25000.0,0,2,220,1391,Frg,Tch
1958,11 Jun 1958- 19:00,Group 1,Orjans Vall,Halmstad,Argentina,3,1,Northern Ireland, ,14174.0,1,1,220,1324,Arg,Nir
1958,12 Jun 1958- 19:00,Group 3,Rasunda Stadium,Solna,Sweden,2,1,Hungary, ,38850.0,1,0,220,1406,Swe,Hun
1958,15 Jun 1958- 14:00,Group 3,Rasunda Stadium,Solna,Sweden,0,0,Wales, ,30287.0,0,0,220,1438,Swe,Wal
1958,15 Jun 1958- 19:00,Group 4,Nya Ullevi,Gothenburg,Brazil,2,0,Soviet Union, ,50928.0,1,0,220,1344,Bra,Urs
1958,15 Jun 1958- 19:00,Group 1,Malmo Stadion,Malmö,Germany FR,2,2,Northern Ireland, ,21990.0,1,1,220,1389,Frg,Nir
1958,15 Jun 1958- 19:00,Group 3,Jarnvallen,Sandviken,Hungary,4,0,Mexico, ,13300.0,1,0,220,1403,Hun,Mex
1958,15 Jun 1958- 19:00,Group 2,Tunavallen,Eskilstuna,Paraguay,3,3,Yugoslavia, ,13103.0,1,2,220,1426,Par,Yug
1958,15 Jun 1958- 19:00,Group 2,Eyravallen,Orebro,France,2,1,Scotland, ,13554.0,2,0,220,1387,Fra,Sco
1958,15 Jun 1958- 19:00,Group 4,Ryavallen,Boras,England,2,2,Austria, ,15872.0,0,1,220,1327,Eng,Aut
1958,15 Jun 1958- 19:00,Group 1,Olympia Stadium,Helsingborg,Czechoslovakia,6,1,Argentina, ,16418.0,3,0,220,1325,Tch,Arg
1958,17 Jun 1958- 19:00,Group 4,Nya Ullevi,Gothenburg,Soviet Union,1,0,England, ,23182.0,0,0,220,1373,Urs,Eng
1958,17 Jun 1958- 19:00,Group 1,Malmo Stadion,Malmö,Northern Ireland,2,1,Czechoslovakia,Northern Ireland win after extra time ,6196.0,0,0,220,1422,Nir,Tch
1958,17 Jun 1958- 19:00,Group 3,Rasunda Stadium,Solna,Wales,2,1,Hungary, ,2823.0,0,1,220,1408,Wal,Hun
1958,19 Jun 1958- 19:00,Quarter-finals,Nya Ullevi,Gothenburg,Brazil,1,0,Wales, ,25923.0,0,0,221,1345,Bra,Wal
1958,19 Jun 1958- 19:00,Quarter-finals,Malmo Stadion,Malmö,Germany FR,1,0,Yugoslavia, ,20055.0,1,0,221,1392,Frg,Yug
1958,19 Jun 1958- 19:00,Quarter-finals,Rasunda Stadium,Solna,Sweden,2,0,Soviet Union, ,31900.0,0,0,221,1437,Swe,Urs
1958,19 Jun 1958- 19:00,Quarter-finals,Idrottsparken,Norrköping,France,4,0,Northern Ireland, ,11800.0,1,0,221,1385,Fra,Nir
1958,24 Jun 1958- 19:00,Semi-finals,Nya Ullevi,Gothenburg,Sweden,3,1,Germany FR, ,49471.0,1,1,488,1390,Swe,Frg
1958,24 Jun 1958- 19:00,Semi-finals,Rasunda Stadium,Solna,Brazil,5,2,France, ,27100.0,2,1,488,1340,Bra,Fra
1958,28 Jun 1958- 17:00,Match for third place,Nya Ullevi,Gothenburg,France,6,3,Germany FR, ,32483.0,3,1,3483,1382,Fra,Frg
1958,29 Jun 1958- 15:00,Final,Rasunda Stadium,Solna,Brazil,5,2,Sweden, ,49737.0,2,1,3482,1343,Bra,Swe
1962,30 May 1962- 15:00,Group 1,Carlos Dittborn,Arica,Uruguay,2,1,Colombia, ,7908.0,0,1,231,1479,Uru,Col
1962,30 May 1962- 15:00,Group 3,Estadio Sausalito,Vina Del Mar,Brazil,2,0,Mexico, ,10484.0,0,0,231,1461,Bra,Mex
1962,30 May 1962- 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua,Argentina,1,0,Bulgaria, ,7134.0,1,0,231,1447,Arg,Bul
1962,30 May 1962- 15:00,Group 2,Nacional,Santiago De Chile,Chile,3,1,Switzerland, ,65006.0,1,1,231,1473,Chi,Sui
1962,31 May 1962- 15:00,Group 1,Carlos Dittborn,Arica,Soviet Union,2,0,Yugoslavia, ,9622.0,0,0,231,1563,Urs,Yug
1962,31 May 1962- 15:00,Group 3,Estadio Sausalito,Vina Del Mar,Czechoslovakia,1,0,Spain, ,12700.0,0,0,231,1498,Tch,Esp
1962,31 May 1962- 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua,Hungary,2,1,England, ,7938.0,1,0,231,1490,Hun,Eng
1962,31 May 1962- 15:00,Group 2,Nacional,Santiago De Chile,Germany FR,0,0,Italy, ,65440.0,0,0,231,1507,Frg,Ita
1962,02 Jun 1962- 15:00,Group 1,Carlos Dittborn,Arica,Yugoslavia,3,1,Uruguay, ,8829.0,2,1,231,1564,Yug,Uru
1962,02 Jun 1962- 15:00,Group 3,Estadio Sausalito,Vina Del Mar,Brazil,0,0,Czechoslovakia, ,14903.0,0,0,231,1462,Bra,Tch
1962,02 Jun 1962- 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua,England,3,1,Argentina, ,9794.0,2,0,231,1450,Eng,Arg
1962,02 Jun 1962- 15:00,Group 2,Nacional,Santiago De Chile,Chile,2,0,Italy, ,66057.0,0,0,231,1472,Chi,Ita
1962,03 Jun 1962- 15:00,Group 1,Carlos Dittborn,Arica,Soviet Union,4,4,Colombia, ,8040.0,3,1,231,1478,Urs,Col
1962,03 Jun 1962- 15:00,Group 3,Estadio Sausalito,Vina Del Mar,Spain,1,0,Mexico, ,11875.0,0,0,231,1497,Esp,Mex
1962,03 Jun 1962- 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua,Hungary,6,1,Bulgaria, ,7442.0,4,0,231,1470,Hun,Bul
1962,03 Jun 1962- 15:00,Group 2,Nacional,Santiago De Chile,Germany FR,2,1,Switzerland, ,64922.0,1,0,231,1510,Frg,Sui
1962,06 Jun 1962- 15:00,Group 1,Carlos Dittborn,Arica,Soviet Union,2,1,Uruguay, ,9973.0,1,0,231,1562,Urs,Uru
1962,06 Jun 1962- 15:00,Group 3,Estadio Sausalito,Vina Del Mar,Brazil,2,1,Spain, ,18715.0,0,1,231,1460,Bra,Esp
1962,06 Jun 1962- 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua,Hungary,0,0,Argentina, ,7945.0,0,0,231,1451,Hun,Arg
1962,06 Jun 1962- 15:00,Group 2,Nacional,Santiago De Chile,Germany FR,2,0,Chile, ,67224.0,1,0,231,1471,Frg,Chi
1962,07 Jun 1962- 15:00,Group 1,Carlos Dittborn,Arica,Yugoslavia,5,0,Colombia, ,7167.0,2,0,231,1480,Yug,Col
1962,07 Jun 1962- 15:00,Group 3,Estadio Sausalito,Vina Del Mar,Mexico,3,1,Czechoslovakia, ,10648.0,2,1,231,1544,Mex,Tch
1962,07 Jun 1962- 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua,England,0,0,Bulgaria, ,5700.0,0,0,231,1464,Eng,Bul
1962,07 Jun 1962- 15:00,Group 2,Nacional,Santiago De Chile,Italy,3,0,Switzerland, ,59828.0,1,0,231,1532,Ita,Sui
1962,10 Jun 1962- 14:30,Quarter-finals,Carlos Dittborn,Arica,Chile,2,1,Soviet Union, ,17268.0,2,1,232,1474,Chi,Urs
1962,10 Jun 1962- 14:30,Quarter-finals,Estadio Sausalito,Vina Del Mar,Brazil,3,1,England, ,17736.0,1,1,232,1459,Bra,Eng
1962,10 Jun 1962- 14:30,Quarter-finals,Estadio El Teniente-Codelco,Rancagua,Czechoslovakia,1,0,Hungary, ,11690.0,1,0,232,1525,Tch,Hun
1962,10 Jun 1962- 14:30,Quarter-finals,Nacional,Santiago De Chile,Yugoslavia,1,0,Germany FR, ,63324.0,0,0,232,1511,Yug,Frg
1962,13 Jun 1962- 14:30,Semi-finals,Estadio Sausalito,Vina Del Mar,Czechoslovakia,3,1,Yugoslavia, ,5890.0,0,0,514,1559,Tch,Yug
1962,13 Jun 1962- 14:30,Semi-finals,Nacional,Santiago De Chile,Brazil,4,2,Chile, ,76594.0,2,1,514,1458,Bra,Chi
1962,16 Jun 1962- 14:30,Match for third place,Nacional,Santiago De Chile,Chile,1,0,Yugoslavia, ,66697.0,0,0,3481,1475,Chi,Yug
1962,17 Jun 1962- 14:30,Final,Nacional,Santiago De Chile,Brazil,3,1,Czechoslovakia, ,68679.0,1,1,3480,1463,Bra,Tch
1966,11 Jul 1966- 19:30,Group 1,Wembley Stadium,London,England,0,0,Uruguay, ,87148.0,0,0,238,1636,Eng,Uru
1966,12 Jul 1966- 19:30,Group 2,Hillsborough,Sheffield,Germany FR,5,0,Switzerland, ,36127.0,3,0,238,1656,Frg,Sui
1966,12 Jul 1966- 19:30,Group 3,Goodison Park,Liverpool,Brazil,2,0,Bulgaria, ,47308.0,1,0,238,1596,Bra,Bul
1966,12 Jul 1966- 19:30,Group 4,Ayresome Park,Middlesbrough,Soviet Union,3,0,Korea DPR, ,23006.0,2,0,238,1710,Urs,Prk
1966,13 Jul 1966- 19:30,Group 1,Wembley Stadium,London,France,1,1,Mexico, ,69237.0,0,0,238,1650,Fra,Mex
1966,13 Jul 1966- 19:30,Group 3,Old Trafford Stadium,Manchester,Portugal,3,1,Hungary, ,29886.0,1,0,238,1675,Por,Hun
1966,13 Jul 1966- 19:30,Group 2,Villa Park,Birmingham,Argentina,2,1,Spain, ,42738.0,0,0,238,1578,Arg,Esp
1966,13 Jul 1966- 19:30,Group 4,Roker Park Ground,Sunderland,Italy,2,0,Chile, ,27199.0,1,0,238,1608,Ita,Chi
1966,15 Jul 1966- 19:30,Group 1,White City,London,Uruguay,2,1,France, ,45662.0,2,1,238,1653,Uru,Fra
1966,15 Jul 1966- 19:30,Group 2,Hillsborough,Sheffield,Spain,2,1,Switzerland, ,32028.0,0,1,238,1641,Esp,Sui
1966,15 Jul 1966- 19:30,Group 3,Goodison Park,Liverpool,Hungary,3,1,Brazil, ,51387.0,1,1,238,1597,Hun,Bra
1966,15 Jul 1966- 19:30,Group 4,Ayresome Park,Middlesbrough,Korea DPR,1,1,Chile, ,13792.0,0,1,238,1609,Prk,Chi
1966,16 Jul 1966- 15:00,Group 3,Old Trafford Stadium,Manchester,Portugal,3,0,Bulgaria, ,25438.0,2,0,238,1602,Por,Bul
1966,16 Jul 1966- 15:00,Group 2,Villa Park,Birmingham,Germany FR,0,0,Argentina, ,46587.0,0,0,238,1579,Frg,Arg
1966,16 Jul 1966- 15:00,Group 4,Roker Park Ground,Sunderland,Soviet Union,1,0,Italy, ,27793.0,0,0,238,1682,Urs,Ita
1966,16 Jul 1966- 19:30,Group 1,Wembley Stadium,London,England,2,0,Mexico, ,92570.0,1,0,238,1634,Eng,Mex
1966,19 Jul 1966- 16:30,Group 1,Wembley Stadium,London,Uruguay,0,0,Mexico, ,61112.0,0,0,238,1689,Uru,Mex
1966,19 Jul 1966- 19:30,Group 2,Hillsborough,Sheffield,Argentina,2,0,Switzerland, ,32127.0,0,0,238,1582,Arg,Sui
1966,19 Jul 1966- 19:30,Group 3,Goodison Park,Liverpool,Portugal,3,1,Brazil, ,58479.0,2,0,238,1598,Por,Bra
1966,19 Jul 1966- 19:30,Group 4,Ayresome Park,Middlesbrough,Korea DPR,1,0,Italy, ,17829.0,1,0,238,1679,Prk,Ita
1966,20 Jul 1966- 19:30,Group 1,Wembley Stadium,London,England,2,0,France, ,98270.0,1,0,238,1632,Eng,Fra
1966,20 Jul 1966- 19:30,Group 3,Old Trafford Stadium,Manchester,Hungary,3,1,Bulgaria, ,24129.0,2,1,238,1599,Hun,Bul
1966,20 Jul 1966- 19:30,Group 2,Villa Park,Birmingham,Germany FR,2,1,Spain, ,42187.0,1,1,238,1637,Frg,Esp
1966,20 Jul 1966- 19:30,Group 4,Roker Park Ground,Sunderland,Soviet Union,2,1,Chile, ,16027.0,1,1,238,1610,Urs,Chi
1966,23 Jul 1966- 15:00,Quarter-finals,Wembley Stadium,London,England,1,0,Argentina, ,90584.0,0,0,239,1577,Eng,Arg
1966,23 Jul 1966- 15:00,Quarter-finals,Hillsborough,Sheffield,Germany FR,4,0,Uruguay, ,40007.0,1,0,239,1660,Frg,Uru
1966,23 Jul 1966- 15:00,Quarter-finals,Roker Park Ground,Sunderland,Soviet Union,2,1,Hungary, ,26844.0,1,0,239,1676,Urs,Hun
1966,23 Jul 1966- 15:00,Quarter-finals,Goodison Park,Liverpool,Portugal,5,3,Korea DPR, ,40248.0,2,3,239,1702,Por,Prk
1966,25 Jul 1966- 19:30,Semi-finals,Goodison Park,Liverpool,Germany FR,2,1,Soviet Union, ,38273.0,1,0,536,1659,Frg,Urs
1966,26 Jul 1966- 19:30,Semi-finals,Wembley Stadium,London,England,2,1,Portugal, ,94493.0,1,0,536,1635,Eng,Por
1966,28 Jul 1966- 19:30,Match for third place,Wembley Stadium,London,Portugal,2,1,Soviet Union, ,87696.0,1,1,3479,1709,Por,Urs
1966,30 Jul 1966- 15:00,Final,Wembley Stadium,London,England,4,2,Germany FR,England win after extra time ,96924.0,0,0,3478,1633,Eng,Frg
1970,31 May 1970- 12:00,Group 1,Estadio Azteca,Mexico City,Mexico,0,0,Soviet Union, ,107160.0,0,0,250,1902,Mex,Urs
1970,02 Jun 1970- 16:00,Group 2,Cuauhtemoc,Puebla,Uruguay,2,0,Israel, ,20654.0,1,0,250,1881,Uru,Isr
1970,02 Jun 1970- 16:00,Group 4,Nou Camp - Estadio León,Leon,Peru,3,2,Bulgaria, ,13765.0,0,1,250,1780,Per,Bul
1970,02 Jun 1970- 16:00,Group 3,Jalisco,Guadalajara,England,1,0,Romania, ,50560.0,0,0,250,1812,Eng,Rou
1970,03 Jun 1970- 16:00,Group 2,Luis Dosal,Toluca,Italy,1,0,Sweden, ,13433.0,1,0,250,1883,Ita,Swe
1970,03 Jun 1970- 16:00,Group 4,Nou Camp - Estadio León,Leon,Germany FR,2,1,Morocco, ,12942.0,0,1,250,1839,Frg,Mar
1970,03 Jun 1970- 16:00,Group 3,Jalisco,Guadalajara,Brazil,4,1,Czechoslovakia, ,52897.0,1,1,250,1770,Bra,Tch
1970,03 Jun 1970- 16:00,Group 1,Estadio Azteca,Mexico City,Belgium,3,0,El Salvador, ,92205.0,1,0,250,1747,Bel,Slv
1970,06 Jun 1970- 16:00,Group 2,Cuauhtemoc,Puebla,Uruguay,0,0,Italy, ,29968.0,0,0,250,1884,Uru,Ita
1970,06 Jun 1970- 16:00,Group 4,Nou Camp - Estadio León,Leon,Peru,3,0,Morocco, ,13537.0,0,0,250,1893,Per,Mar
1970,06 Jun 1970- 16:00,Group 3,Jalisco,Guadalajara,Romania,2,1,Czechoslovakia, ,56818.0,0,1,250,1919,Rou,Tch
1970,06 Jun 1970- 16:00,Group 1,Estadio Azteca,Mexico City,Soviet Union,4,1,Belgium, ,95261.0,1,0,250,1753,Urs,Bel
1970,07 Jun 1970- 12:00,Group 2,Luis Dosal,Toluca,Sweden,1,1,Israel, ,9624.0,0,0,250,1880,Swe,Isr
1970,07 Jun 1970- 12:00,Group 4,Nou Camp - Estadio León,Leon,Germany FR,5,2,Bulgaria, ,12710.0,2,1,250,1774,Frg,Bul
1970,07 Jun 1970- 12:00,Group 3,Jalisco,Guadalajara,Brazil,1,0,England, ,66843.0,0,0,250,1764,Bra,Eng
1970,07 Jun 1970- 12:00,Group 1,Estadio Azteca,Mexico City,Mexico,4,0,El Salvador, ,103058.0,1,0,250,1820,Mex,Slv
1970,10 Jun 1970- 16:00,Group 2,Cuauhtemoc,Puebla,Sweden,1,0,Uruguay, ,18163.0,0,0,250,1922,Swe,Uru
1970,10 Jun 1970- 16:00,Group 4,Nou Camp - Estadio León,Leon,Germany FR,3,1,Peru, ,17875.0,3,1,250,1840,Frg,Per
1970,10 Jun 1970- 16:00,Group 3,Jalisco,Guadalajara,Brazil,3,2,Romania, ,50804.0,2,1,250,1769,Bra,Rou
1970,10 Jun 1970- 16:00,Group 1,Estadio Azteca,Mexico City,Soviet Union,2,0,El Salvador, ,89979.0,0,0,250,1823,Urs,Slv
1970,11 Jun 1970- 16:00,Group 2,Luis Dosal,Toluca,Italy,0,0,Israel, ,9890.0,0,0,250,1877,Ita,Isr
1970,11 Jun 1970- 16:00,Group 4,Nou Camp - Estadio León,Leon,Bulgaria,1,1,Morocco, ,12299.0,1,0,250,1779,Bul,Mar
1970,11 Jun 1970- 16:00,Group 3,Jalisco,Guadalajara,England,1,0,Czechoslovakia, ,49292.0,0,0,250,1813,Eng,Tch
1970,11 Jun 1970- 16:00,Group 1,Estadio Azteca,Mexico City,Mexico,1,0,Belgium, ,108192.0,1,0,250,1752,Mex,Bel
1970,14 Jun 1970- 12:00,Quarter-finals,Luis Dosal,Toluca,Italy,4,1,Mexico, ,26851.0,1,1,251,1882,Ita,Mex
1970,14 Jun 1970- 12:00,Quarter-finals,Nou Camp - Estadio León,Leon,Germany FR,3,2,England,Germany FR win after extra time ,23357.0,0,0,251,1811,Frg,Eng
1970,14 Jun 1970- 12:00,Quarter-finals,Jalisco,Guadalajara,Brazil,4,2,Peru, ,54233.0,2,1,251,1768,Bra,Per
1970,14 Jun 1970- 12:00,Quarter-finals,Estadio Azteca,Mexico City,Uruguay,1,0,Soviet Union,Uruguay win after extra time ,26085.0,0,0,251,1925,Uru,Urs
1970,17 Jun 1970- 16:00,Semi-finals,Jalisco,Guadalajara,Brazil,3,1,Uruguay, ,51261.0,1,1,569,1771,Bra,Uru
1970,17 June 1970- 16:00,Semi-finals,Estadio Azteca,Mexico City,Italy,4,3,Germany FR,Italy win after extra time ,102444.0,0,0,569,1838,Ita,Frg
1970,20 Jun 1970- 16:00,Match for third place,Estadio Azteca,Mexico City,Germany FR,1,0,Uruguay, ,104403.0,1,0,3477,1843,Frg,Uru
1970,21 Jun 1970- 12:00,Final,Estadio Azteca,Mexico City,Brazil,4,1,Italy, ,107412.0,1,1,3476,1765,Bra,Ita
1974,13 Jun 1974- 17:00,Group 2,Waldstadion,Frankfurt/Main,Brazil,0,0,Yugoslavia, ,62000.0,0,0,262,1986,Bra,Yug
1974,14 Jun 1974- 16:00,Group 1,Olympiastadion,Berlin West,Germany FR,1,0,Chile, ,81100.0,1,0,262,2003,Frg,Chi
1974,14 Jun 1974- 19:30,Group 1,Volksparkstadion,Hamburg,German DR,2,0,Australia, ,17000.0,0,0,262,1955,Gdr,Aus
1974,14 Jun 1974- 19:30,Group 2,Westfalenstadion,Dortmund,Zaire,0,2,Scotland, ,27000.0,0,2,262,2176,Zai,Sco
1974,15 Jun 1974- 16:00,Group 3,Niedersachsenstadion,Hanover,Uruguay,0,2,Netherlands, ,55100.0,0,1,262,2098,Uru,Ned
1974,15 Jun 1974- 16:00,Group 3,Rheinstadion,Düsseldorf,Sweden,0,0,Bulgaria, ,23800.0,0,0,262,1995,Swe,Bul
1974,15 Jun 1974- 18:00,Group 4,Olympiastadion,Munich,Italy,3,1,Haiti, ,53000.0,0,0,262,2083,Ita,Hai
1974,15 Jun 1974- 18:00,Group 4,Neckarstadion,Stuttgart,Poland,3,2,Argentina, ,32700.0,2,0,262,1952,Pol,Arg
1974,18 Jun 1974- 16:00,Group 1,Volksparkstadion,Hamburg,Australia,0,3,Germany FR, ,53300.0,0,2,262,1954,Aus,Frg
1974,18 Jun 1974- 19:30,Group 2,Waldstadion,Frankfurt/Main,Scotland,0,0,Brazil, ,62000.0,0,0,262,1985,Sco,Bra
1974,18 Jun 1974- 19:30,Group 1,Olympiastadion,Berlin West,Chile,1,1,German DR, ,28300.0,0,0,262,2004,Chi,Gdr
1974,18 Jun 1974- 19:30,Group 2,Parkstadion,Gelsenkirchen,Yugoslavia,9,0,Zaire, ,31700.0,6,0,262,2186,Yug,Zai
1974,19 Jun 1974- 19:30,Group 3,Westfalenstadion,Dortmund,Netherlands,0,0,Sweden, ,53700.0,0,0,262,2097,Ned,Swe
1974,19 Jun 1974- 19:30,Group 3,Niedersachsenstadion,Hanover,Bulgaria,1,1,Uruguay, ,13400.0,0,0,262,1996,Bul,Uru
1974,19 Jun 1974- 19:30,Group 4,Olympiastadion,Munich,Haiti,0,7,Poland, ,25300.0,0,5,262,2085,Hai,Pol
1974,19 Jun 1974- 19:30,Group 4,Neckarstadion,Stuttgart,Argentina,1,1,Italy, ,70100.0,1,1,262,1949,Arg,Ita
1974,22 Jun 1974- 16:00,Group 2,Waldstadion,Frankfurt/Main,Scotland,1,1,Yugoslavia, ,56000.0,0,0,262,2175,Sco,Yug
1974,22 Jun 1974- 16:00,Group 1,Olympiastadion,Berlin West,Australia,0,0,Chile, ,17400.0,0,0,262,1953,Aus,Chi
1974,22 Jun 1974- 16:00,Group 2,Parkstadion,Gelsenkirchen,Zaire,0,3,Brazil, ,36200.0,0,1,262,1987,Zai,Bra
1974,22 June 1974- 19:30,Group 1,Volksparkstadion,Hamburg,German DR,1,0,Germany FR, ,60200.0,0,0,262,2062,Gdr,Frg
1974,23 Jun 1974- 16:00,Group 3,Westfalenstadion,Dortmund,Bulgaria,1,4,Netherlands, ,53300.0,0,2,262,1990,Bul,Ned
1974,23 Jun 1974- 16:00,Group 4,Olympiastadion,Munich,Argentina,4,1,Haiti, ,25900.0,2,0,262,1947,Arg,Hai
1974,23 Jun 1974- 16:00,Group 3,Rheinstadion,Düsseldorf,Sweden,3,0,Uruguay, ,28300.0,0,0,262,2181,Swe,Uru
1974,23 Jun 1974- 16:00,Group 4,Neckarstadion,Stuttgart,Poland,2,1,Italy, ,70100.0,2,0,262,2129,Pol,Ita
1974,26 Jun 1974- 16:00,Group B,Rheinstadion,Düsseldorf,Yugoslavia,0,2,Germany FR, ,67385.0,0,1,263,2066,Yug,Frg
1974,26 Jun 1974- 19:30,Group A,Niedersachsenstadion,Hanover,Brazil,1,0,German DR, ,59863.0,0,0,263,1982,Bra,Gdr
1974,26 Jun 1974- 19:30,Group A,Parkstadion,Gelsenkirchen,Netherlands,4,0,Argentina, ,56548.0,2,0,263,1948,Ned,Arg
1974,26 Jun 1974- 19:30,Group B,Neckarstadion,Stuttgart,Sweden,0,1,Poland, ,44955.0,0,1,263,2167,Swe,Pol
1974,30 Jun 1974- 16:00,Group A,Niedersachsenstadion,Hanover,Argentina,1,2,Brazil, ,39400.0,1,1,263,1945,Arg,Bra
1974,30 Jun 1974- 16:00,Group B,Waldstadion,Frankfurt/Main,Poland,2,1,Yugoslavia, ,58000.0,1,1,263,2170,Pol,Yug
1974,30 Jun 1974- 16:00,Group A,Parkstadion,Gelsenkirchen,German DR,0,2,Netherlands, ,68348.0,0,1,263,2067,Gdr,Ned
1974,30 Jun 1974- 19:30,Group B,Rheinstadion,Düsseldorf,Germany FR,4,2,Sweden, ,67800.0,0,1,263,2065,Frg,Swe
1974,03 Jul 1974- 17:00,Group B,Waldstadion,Frankfurt/Main,Poland,0,1,Germany FR, ,62000.0,0,0,263,2064,Pol,Frg
1974,03 Jul 1974- 19:30,Group A,Westfalenstadion,Dortmund,Netherlands,2,0,Brazil, ,53700.0,0,0,263,1983,Ned,Bra
1974,03 Jul 1974- 19:30,Group A,Parkstadion,Gelsenkirchen,Argentina,1,1,German DR, ,54254.0,1,1,263,1946,Arg,Gdr
1974,03 Jul 1974- 19:30,Group B,Rheinstadion,Düsseldorf,Sweden,2,1,Yugoslavia, ,41300.0,1,1,263,2182,Swe,Yug
1974,06 Jul 1974- 16:00,Match for third place,Olympiastadion,Munich,Brazil,0,1,Poland, ,77100.0,0,0,264,1984,Bra,Pol
1974,07 July 1974- 16:00,Final,Olympiastadion,Munich,Netherlands,1,2,Germany FR, ,78200.0,1,2,605,2063,Ned,Frg
1978,01 Jun 1978- 15:00,Group 2,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,Germany FR,0,0,Poland, ,67579.0,0,0,278,2351,Frg,Pol
1978,02 Jun 1978- 13:45,Group 1,Estadio José María Minella,Mar Del Plata,Italy,2,1,France, ,42373.0,1,1,278,2347,Ita,Fra
1978,02 Jun 1978- 16:45,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario,Tunisia,3,1,Mexico, ,17396.0,0,1,278,2433,Tun,Mex
1978,02 Jun 1978- 19:15,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,Argentina,2,1,Hungary, ,71615.0,1,1,278,2199,Arg,Hun
1978,03 Jun 1978- 13:45,Group 3,Estadio José María Minella,Mar Del Plata,Sweden,1,1,Brazil, ,32569.0,1,1,278,2253,Swe,Bra
1978,03 Jun 1978- 13:45,Group 3,Jose Amalfitani,Buenos Aires,Austria,2,1,Spain, ,40841.0,1,1,278,2216,Aut,Esp
1978,03 Jun 1978- 16:45,Group 4,Estadio Olímpico Chateau Carreras,Cordoba,Peru,3,1,Scotland, ,37927.0,1,1,278,2451,Per,Sco
1978,03 Jun 1978- 16:45,Group 4,San Martin,Mendoza,Netherlands,3,0,IR Iran, ,33431.0,1,0,278,2388,Ned,Irn
1978,06 Jun 1978- 13:45,Group 1,Estadio José María Minella,Mar Del Plata,Italy,3,1,Hungary, ,26533.0,2,0,278,2396,Ita,Hun
1978,06 Jun 1978- 16:45,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario,Poland,1,0,Tunisia, ,9624.0,1,0,278,2454,Pol,Tun
1978,06 Jun 1978- 16:45,Group 2,Estadio Olímpico Chateau Carreras,Cordoba,Germany FR,6,0,Mexico, ,35258.0,4,0,278,2350,Frg,Mex
1978,06 Jun 1978- 19:15,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,Argentina,2,1,France, ,71666.0,1,0,278,2197,Arg,Fra
1978,07 Jun 1978- 13:45,Group 3,Estadio José María Minella,Mar Del Plata,Brazil,0,0,Spain, ,34771.0,0,0,278,2246,Bra,Esp
1978,07 Jun 1978- 13:45,Group 3,Jose Amalfitani,Buenos Aires,Austria,1,0,Sweden, ,41424.0,1,0,278,2224,Aut,Swe
1978,07 Jun 1978- 16:45,Group 4,Estadio Olímpico Chateau Carreras,Cordoba,Scotland,1,1,IR Iran, ,7938.0,1,0,278,2408,Sco,Irn
1978,07 Jun 1978- 16:45,Group 4,San Martin,Mendoza,Netherlands,0,0,Peru, ,28125.0,0,0,278,2394,Ned,Per
1978,10 Jun 1978- 15:10,Group 1,Estadio José María Minella,Mar Del Plata,France,3,1,Hungary, ,23127.0,3,1,278,2344,Fra,Hun
1978,10 Jun 1978- 16:45,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario,Poland,3,1,Mexico, ,22651.0,1,0,278,2431,Pol,Mex
1978,10 Jun 1978- 16:45,Group 2,Estadio Olímpico Chateau Carreras,Cordoba,Germany FR,0,0,Tunisia, ,30667.0,0,0,278,2352,Frg,Tun
1978,10 Jun 1978- 19:15,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,Italy,1,0,Argentina, ,71712.0,0,0,278,2200,Ita,Arg
1978,11 Jun 1978- 13:45,Group 3,Estadio José María Minella,Mar Del Plata,Brazil,1,0,Austria, ,35221.0,1,0,278,2215,Bra,Aut
